DEVCLASS,COMPONENT,PARENTCL,CTEXT
FS_BP_ESF_INTEGRATION,KFM0000891,FSBP_DEPRECATED,DELETE
FS_BP_FND_ABA,KFM0000891,FSBP_DEPRECATED,Obsolete
FS_BP_INTEGRATION,KFM0000891,FS_BP_MAIN,SAP BP FS: Application Integration
FS_BP_INTEGRATION_COMMON,KFM0000891,FS_BP_INTEGRATION,General Objects for Integration of FS-BP
FS_BP_MAIN,KFM0000891,FS_BP_ABA,SAP Business Partner for Financial Services
FS_BP_MIGRATION,KFM0000891,FS_BP_ABA,Migrations for Business Partner for Financial Services
FS_BP_MIGRATION_CS,KFM0000891,FS_BP_MIGRATION,Migration of Rating Attribs of Credit Stand. Data to Ratings
FS_BP_MIGRATION_CS_SWITCH,KFM0000891,FS_BP_MIGRATION,Switch for Migration of Credit Standing Data into Ratings
FS_BP_MIGRATION_ID,KFM0000891,FS_BP_MIGRATION,Migration of Additional Partner Nos to Identification Nos
FS_BP_MIGRATION_ID_SWITCH,KFM0000891,FS_BP_MIGRATION,Switch for Migrating Additional Partner Numbers to ID No.
FS_BP_PC_UI,KFM0000891,FS_BP_UI,PC UI for Business Partner
FS_BP_SUPPORT_PLUG_IN,KFM0000891,FS_BP_MIGRATION,Temporary Support for Obsolete Objects
FS_BP_UI,KFM0000891,FS_BP_MAIN,SAP BP FS: User Interface
FS_BTAB,HLB0100210,FS_TOOLS_ABA,General Table Access and Buffering
FS_CDC,ABA0000492,FS_TOOLS_ABA,Check Digit Procedure
FS_CDC_ACCESS,ABA0000322,FS_CDC,Access to CDC
FS_CDV_CORE,KBI0000042,FS_CHDOC,Change Document Display (OO)
FS_CHDOC,KBI0000042,FS_TOOLS_ABA,Package for Change Document Tool
FS_CNS,PBK0000011,FS_TOOLS_ABA,Package for Change Notification Service
FS_CORR,ABA0000134,FS_TOOLS_ABA,Main Correspondence Package
FS_CORR_HELP,ABA0000134,FS_CORR,Auxiliary Program for Correspondence
FS_CORR_POST,ABA0000134,FS_CORR,Correspondence Postprocessing
FS_CORR_RECEIVER,ABA0000134,FS_CORR,Recipient Management
FS_CUSTOMIZING_HIERARCHY,ABA0000322,FS_REUSE,Hierarchical Customizing
FS_EASY_DATA_MODEL,ABA0000322,FS_REUSE,Easy Data Model as Composite with Visitor
FS_ECH,ABA0000491,FS_TOOLS_ABA,Error & Conflict Handler
FS_ECH_APEL_CORE,ABA0000491,FS_ECH,ABAP Path Expression Language
FS_ECH_BASIS,ABA0000491,FS_ECH,Central Objects of Error and Conflict Handler
FS_ECH_CONTROLLER,ABA0000491,FS_ECH,ECH Controller
FS_ECH_CUSTOMIZING,ABA0000491,FS_ECH,ECH Customizing
FS_ECH_DOCUMENT_STORE,ABA0000491,FS_ECH,Document Store for Payload
FS_ECH_DOC_STORE_CORE,ABA0000491,FS_ECH_DOCUMENT_STORE,Core of ECH Document Storage
FS_ECH_DOC_STORE_FILE_UI,ABA0000491,FS_ECH_DOCUMENT_STORE,UI for Document Storage
FS_ECH_DOC_STORE_MESSAGES,ABA0000491,FS_ECH_DOCUMENT_STORE,Messages for ECH document store
FS_ECH_HDS_ADAPTER,ABA0000491,FS_ECH,Connection to the Hierarchical Derivation Service
FS_ECH_PAYLOAD_ANALYSIS,ABA0000491,FS_ECH,Analysis (Indexing) of Payload Data
FS_ECH_PLX,ABA0000491,FS_ECH,Data Extraction Payload
FS_ECH_PLX_MAINTENANCE,ABA0000491,FS_ECH_PLX,Data Extraction for Payloads
FS_ECH_PLX_MAINTENANCE_UI,ABA0000491,FS_ECH_PLX,UI for Maintaining Data Extraction for Payloads
FS_ECH_PPO_ADAPTER,ABA0000491,FS_ECH,Connection to the Postprocessing Office
FS_ECH_PP_ORDER_ACCESS,ABA0000491,FS_ECH,FS_ECH_PP_ORDER_ACCESS
FS_ECH_TEST,ABA0000491,FS_ECH,Package for Test Objects
FS_EDT_ABA,ABA0000111,FS_TOOLS_ABA,External Data Transfer Tool
FS_ENUM_VALUE_HELP,ABA0000322,FS_REUSE,Input Help for Enumeration Types
FS_FIM,PAB0000055,FS_TOOLS_ABA,Financial Mathematics/ Financial Conditions
FS_FND_JOB_SERVICES,ABA0000192,BS_FND_PARALLEL,Job Services
FS_FND_MSG_SERVICES,ABA0000192,FS_FND_JOB_SERVICES,Message Services
FS_FND_PP_SERVICES,ABA0000192,FS_FND_JOB_SERVICES,PP Services
FS_GUI_MAGICIAN,ABA0000322,FS_REUSE,Magician's Apprentice
FS_HDS,KBI0000075,FS_TOOLS_ABA,Hierarchical Derivation Service
FS_HTML_SERVICES,ABA0000322,FS_REUSE,Utility Classes for HTML Generation
FS_MESSAGE_MAIN,HLB0100210,FS_TOOLS_ABA,Main Package for Message and Note Tool
FS_MINI_REUSABLES,ABA0000322,FS_REUSE,Mini Reuse
FS_OAF,FSD0000001,FS_TOOLS_ABA,Outbound Agent Framework
FS_OAF_CORE,FSD0000001,FS_OAF,Core of the OAF
FS_OAF_TEST,FSD0000001,FS_OAF,Test
FS_PPF,ABA0000192,BS_FND_PARALLEL,Main Package for Parallel Processing
FS_PPF_TEST,ABA0000192,FS_PPF,Test Package for Parallel Processing
FS_PWB_MAIN,ABA0000011,FS_TOOLS_ABA,Main Package for Print Workbench
FS_RELEASE,ABA0000191,FS_TOOLS_ABA,Release Tool
FS_REUSE,ABA0000322,FS_TOOLS_ABA,Reuse Software (Fine Granularity)
FS_SELECTION,ABA0000322,FS_REUSE,Selection
FS_TAGGED_VALUES,ABA0000322,FS_REUSE,Tagged Values for Any Use
FS_TIME_SERVICES,ABA0000322,FS_REUSE,Small
FS_TMPSM,KBI0000042,FS_TOOLS_ABA,Package for Time Stamp Management
FS_TOOLS_ABA,ABA0000322,ABA_GEN_FS,Financial Services Tools in ABA
FTBPOB,KFM0000891,FS_BP_CLASSIC,SAP BP FS: Partner-Object Relationship
GBASCORE,B200000222,ABA_GEN_FIN,General Services FI-SL Customizing/ Integration / Basis
GENERIC_KEY_FIGURE_MONITOR,ABA0000413,APB,Generic Key Figure Monitor
GEN_PERSONAL_OBJECT_WORKLIST,ABA0000412,APB,generic worklist
GEN_SEROBJ,ABA0000132,ECM,Generic Object Services
GOX_OBJECT_GEN,ABA0000032,ABA_AP,Generic Object Extension: Generation
GRCAC,/GRCPI/GO70000001,,GRC Access Control Component
HDS_CORE,KBI0000075,FS_HDS,Core HDS Functions
HDS_GENERATOR,KBI0000075,FS_HDS,HDS: Generator
HDS_GLOBAL,KBI0000075,FS_HDS,Global Objects (e.g. Exceptions) in FS_HDS
HDS_HELP,KBI0000075,FS_HDS,HDS: Supporting Functions for Implementations
HDS_MANAGER,KBI0000075,FS_HDS,Central Access to HDS
HDS_TEST,KBI0000075,FS_HDS,Test Scenario
HDS_UI,KBI0000075,FS_HDS,HDS User Interface
ID-CSC,ABA0000141,ABA_GEN_GLO,Country specific service functions
ID-DMEEA,ABA0000141,ABA_GEN_GLO,INTDEV: ABA services of Data Medium Exchange Engine
IMG_FIN_FSCM,ABA0000152,ABA_GEN_FIN,IMG Financials (FIN)
IQM_RESULT_EXTRACTION,HLB0009110,BW_CONTENT,Information Quality Extraction
IWP,ABA0000551,ABA_GEN_FIN,BI Content Generation for ILM
IWP_ARCH_INDEX,ABA0000551,IWP,Archive Index for CDE-Snapshots
IWP_BASIC,ABA0000551,IWP,ILM Workpackage: Basic Functions
IWP_BI,ABA0000551,IWP,ILM Workpackage: BI content Generation
IWP_CUSTOMIZING,ABA0000551,IWP,ILM Workpackage: Customizing
IWP_CUSTOMIZING_UI,ABA0000551,IWP,User Interfaces for Customizing
IWP_DATA_PROVISIONING,HLB0006310,IWP,Retention Warehouse: Data provisioning
IWP_GENERIC_CDE,HLB0100372,IWP,Generic CDE
IWP_LOCAL_REPORTING,ABA0000551,IWP,ILM Local Reporting
IWP_LOCAL_REPORTING_SERVICES,ABA0000551,IWP_LOCAL_REPORTING,Services and Interfaces for Local Reporting
IWP_LOCAL_REPORTING_UI,ABA0000551,IWP_LOCAL_REPORTING,User Interfaces for Local Reporting
IWP_RWC_CONTENT,ABA0000551,IWP,Content for Retention Warehouse
IWP_RWC_PRODLIAB,ABA0000551,IWP_RWC_CONTENT,Product Liability
IWP_RWC_TAX,ABA0000551,IWP_RWC_CONTENT,Tax Auditing
IWP_RWC_TAX_IS_OG_TESTCASES,ABA0000551,IWP_SERVICE_TEST_CASES,Tax Auditing Oil & Gas - Testcases
IWP_RWC_TAX_IS_OIL_GAS,ABA0000551,IWP_RWC_CONTENT,Tax Auditing Oil & Gas
IWP_RWC_TAX_IS_U,ABA0000551,IWP_RWC_CONTENT,Tax Auditing IS-U
IWP_RWC_TAX_IS_U_TESTCASES,ABA0000551,IWP_SERVICE_TEST_CASES,Tax Auditing IS-U - Testcases
IWP_SERVICE,ABA0000551,IWP,ILM Workpackage: Services
IWP_SERVICE_TEST_CASES,ABA0000551,IWP,ILM: Test Cases Templates for Business Function
IWP_SERVICE_TEST_DATA,HLB0006310,IWP,ILM Retention Warehouse: test data: container and API
IWP_SFWS,ABA0000551,IWP,Switched Packages for ILM
IWP_UI,ABA0000551,IWP,ILM Workpackage: User Interfaces
IWP_V2_SFWS,ABA0000551,IWP_SFWS,Switched Objects for ILM Version 2
IWP_V2_SFWS_CUST,ABA0000551,IWP_SFWS,Switched Customizing Version 2 - not to be translated
KCD_ADDON,ABA0000111,FS_EDT_ABA,External Data Transfer: Move Package KCD to System ALN
KCD_MK,ABA0000111,FS_EDT_ABA,External Data Transfer: Mandatory/Optional Control
KCG0,,,EIS controlling: objects generated by the customer
KEG0,,,Profitability Analysis: objects generated by the customer
KMC_COLL,HLB0009110,PI-KMC-BASIS,KMC: ABAP Integration Collaboration Rooms
KPEP,B200000222,ABA_GEN_FIN,Schedule Manager
KPEP_SEQUENCE,B200000222,ABA_GEN_FIN,Schedule Manager: Flow Definition
KPEP_WORKLISTS,B200000222,ABA_GEN_FIN,Worklist in the Schedule Manager
LRNX,HLB0009110,WP-PI,Workplace - Administration (Workplace Plug-In)
LRP_BAPI_ALE,HLB0009110,PI-CRM-BASIS,BAPIs and ALE for WFM Core
MASS,HLB0100412,ABA_TECH,Mass Maintenance Tool: Generic Part
MASSD,HLB0100412,ABA_TECH,Mass Maintenance Dialog
MD-BP_AKH,I290007530,ABA_AP,ACH for Master Data Management: Business Partner
MD-PRO_AKH,A4C0000261,ABA_AP,ACH for Master Data Management: Product
MDM,I290007530,ABA_AP,Master Data Management
MDM_DELFRM_CLNT_GEN,BYC0000001,PI-MDM-DX,MDM Deletion Process: Client Part
MDM_DELFRM_CLNT_PIB,BYC0000001,PI-MDM-DX,MDM : PI_BASIS object for Archiving/Deletion framework
MDM_DISTR_AA,BYC0000001,PI-MDM-DX,MDM: Auditing Acceptability.
MDM_DISTR_ILTC,BYC0000001,PI-MDM-DX,MDM : Initial Load for Trusted Client
MDM_FEEDBACK,BYC0000001,PI-MDM-DX,MDM: Generic Feedback from MDC
MDM_GX_COMM,BYC0000001,PI-MDM-DX,MDM Generic Extractor: Common Objects CRM/SRM
MDM_GX_CORE_RD,BYC0000001,PI-MDM-DX,MDM Generic Extractor: Release-Dependent Core Objects
MDM_GX_CORE_RI,BYC0000001,PI-MDM-DX,MDM Generic Extractor: Release-Independant Core Objects
MDM_PIB_700,BYC0000001,PI-MDM-DX,MDM: Client-Side Framework (700)
MDM_XFW,BYC0000001,PI-MDM-DX,MDC Extraction Framework
MDM_XFW_CONFIG,BYC0000001,PI-MDM-DX,MDC Extraction Framework Configuration
MDM_XFW_PROXY,BYC0000001,PI-MDM-DX,MDC Extraction Framework for Proxy Communication
MDS_BUPA,PAB0000028,ABA_AP,Master Data Synchronization: Business Partner
MDS_CONTROLLER,PAB0000028,ABA_AP,Master Data Synchronization: Controller
MD_AKH,ABA0000312,ABA_AP,ACH for Master Data Management (No BP or PRO)
MGVERS_NUM,HLB0100412,ABA_MAIN_PLM,Material versions - Material nummers (ABA)
MGV_MATNR_GEN,HLB0100412,ABA_MAIN_PLM,Generated objects for long material numbers
MGV_MATNR_GEN_ABA,HLB0006311,ABA_MAIN_PLM,Generated Data Elements for Long Material Numbers
NTRCKAS,/SAPTRX/AI62000002,/SAPTRX/EM_AI,Application system specific basis definitions
NTRCKIMG,HLB0009110,/SAPTRX/EM_AI,SCEM AI IMG Structure
NTRCKIMG_U,HLB0009110,/SAPTRX/EM_AI,SCEM AI IMG Structure (indep.)
NTRCKSRV,/SAPTRX/AI62000001,/SAPTRX/EM_BASIS,Supply Chain Event Management
OXT_ROOT,ABA0000034,ABA_AP,Object Extension Tool: Basis
OXT_TASK,ABA0000034,ABA_AP,Task Handler for OXT Tool
OXT_WB,ABA0000033,ABA_AP,Object Extension Tool: Workbench
PAOC_HAP,ABA0000292,ABA_GEN_HCM,Appraisal Systems
PAOC_HAP_DOCUMENT_IF,ABA0000292,PAOC_HAP,Appraisal Document - Interface
PAOC_HAP_DOCUMENT_UI,ABA0000292,PAOC_HAP,Appraisal Document - User Interface
PAOC_HAP_DOCUMENT_WD_UI,ABA0000292,PAOC_HAP,Appraisal - Web Dynpro User Interface
PAOC_HAP_SES,ABA0000292,PAOC_HAP_DOCUMENT_IF,Appraisals - SES Search
PAOC_HAP_SFWS,ABA0000292,PAOC_HAP,Appraisal - Switch Framework Objects
PAOC_HAP_SFWS_UI_01,ABA0000292,PAOC_HAP_SFWS,Appraisal - Switchable Package 01
PAOC_HAP_SFWS_UI_02,ABA0000292,PAOC_HAP_SFWS,Appraisal - Switchable Package 02
PAOC_HAP_SFWS_UI_03,ABA0000292,PAOC_HAP_SFWS,Appraisal - Switchable Package 03
PAOC_HAP_TEMPLATE,ABA0000292,PAOC_HAP,Appraisal Templates
PAOC_HAP_TEST_CASES,ABA0000292,PAOC_HAP,External Test Cases
PCA_BLOCK,ABA0000002,PCA_MAIN,Payment Cards: Blocks
PCA_GENERAL,ABA0000002,PCA_MAIN,Payment Cards: General Functions
PCA_MAIN,ABA0000002,ABA_AP,Payment Cards: Main Package
PCA_MASTER,ABA0000002,PCA_MAIN,Payment Cards: General Data
PCA_SECURITY,ABA0000002,PCA_MAIN,Payment Cards: Encryption
PCA_SECURITYV,ABA0000002,PCA_MAIN,Enabling Switch Framework
PCA_SECURITY_TEST_CASES,ABA0000002,PCA_MAIN,Test Case Template
PI-CPE-BASIS,HLB0009110,,Structure Package for CPE
PI-CRM-BASIS,HLB0009110,,CRM Plug-In: Middleware/Basis
PI-FC-BASIS,/SCFC/AP92000001,,FC Plug-In: Basis [Structure Package]
PI-FIN-BASIS,HLB0009110,,FIN Plug-In: Basis [Structure Package]
PI-KMC-BASIS,HLB0009110,,Structure Package for KMC (PI_BASIS)
PI-MDM-DX,BYC0000001,,Structure Package for MDM-DX (PI_BASIS)
PI-XAP-BASIS,HLB0009110,,xAPP Plug-In: Basis [Structure Package]
PIMG,HLB0009110,BW_SAPI,Main IMG Nodes for R/3 Plug In
PI_CRM_AFS_TRANS,A4C0000261,PI-CRM-BASIS,Data Exchange CRM/PI: Transport Data for AFS
PI_CRM_ETAX,I290007530,PI-CRM-BASIS,Data Exchange CRM/PI: Excise Duty
PI_CRM_TRANSP,I290007530,PI-CRM-BASIS,Data Exchange CRM/PI: Transport Data
PI_EPM,HLB0009110,BW_SAPI,Enterprise Procurement Model
PI_FIN_BDM,HLB0009110,PI-FIN-BASIS,Dispute Management - Basis
PI_MDM_BUPA,I290007530,PI-MDM-DX,MDM Business Partner in MDC
PI_PRODREL_XIPROXY,A4C0000261,PI-MDM-DX,Product Relationships XI Connection
PI_PRODUCT_XIPROXY,A4C0000261,PI-MDM-DX,Product Master XI Connection
PI_SCMG_BW,HLB0009110,PI-FIN-BASIS,Case Management: BW Extractors
PLM_AUDIT,AEC0000474,PLM_AUDIT_MGMT,Audit Management: Other Components
PLM_AUDIT_ADOBE,AEC0000474,PLM_AUDIT_MGMT,Audit Management - Adobe Forms
PLM_AUDIT_ARCH,AEC0000474,PLM_AUDIT_MGMT,Audit Management - Archiving
PLM_AUDIT_BW,AEC0000474,BW_CONTENT,Extractors for Audit Management
PLM_AUDIT_CORE,AEC0000474,PLM_AUDIT_MGMT,Audit Management - General Core Functions
PLM_AUDIT_MGMT,AEC0000474,ABA_GEN_PLM,PLM Audit Management
PLM_AUDIT_MGMT_SFWS_CD1,AEC0000474,PLM_AUDIT_MGMT,Audit Management
PLM_AUDIT_QUEST,AEC0000474,PLM_AUDIT_MGMT,Audit Management - Question List
PLM_AUDIT_STATUS,AEC0000474,PLM_AUDIT_MGMT,Audit Management: Status Management
PLM_AUDIT_WEB,AEC0000474,PLM_AUDIT_MGMT,PLM Audit Management: Web Connection
PLM_PTU,HLB0100210,ABA_TECH,Protocol and Timing Utilities
POR4,HLB0009110,WP-PI,Drag&Relate (Workplace Plug-in) with Rel. 4.0
PORX,HLB0009110,WP-PI,Drag & Relate (Workplace Plugin)
POWL_CORE,ABA0000412,APB,POWL core
POWL_DYN_VAR,ABA0000412,APB,POWL Dynamic calculation
POWL_REMOTE,ABA0000412,APB,Remote Feeder Class Processing
POWL_TEST,ABA0000412,APB,POWL Test Applications
POWL_XBCML_WIDGET,ABA0000412,APB,XBCML Widgets for POWL
PPAP,PAB0000012,ABA_MAIN_HCM,Appraisal Systems
PPPE,PAB0000013,ABA_MAIN_HCM,Personnel Development
PPPE_CCE_QUALI_SFWS,PAB0000013,ABA_MAIN_HCM,CE Qualifications: Switch HRCCE_SFWS_QUALI Objects
PPPE_CCE_QUALI_SFWS_UI,PAB0000013,PPPE_CCE_SFWS,CE Qualifications: Switch HRCCE_SFWS_UI_QUALI Objects
PPPE_CCE_SFWS,PAB0000013,PPPE,CE Qualifications: Switch Definitions
PPPE_CCE_TEST_CASES,PAB0000013,PPPE,Test Package
PPPE_QR_SFWS_QB_01,PAB0000013,PPPE_SFWS,Switch Package: Qualification Block
PPPE_SFWS,PAB0000013,PPPE,HR Qualifications Switch Definition
PROC_LIST,B200000222,ABA_GEN_FIN,Processing Log
PTM,ABA0000501,ABA_GEN_HCM,Talent Management
PTM_JOB_FAMILY,ABA0000501,PTM,Talent Management: Job Family
PTM_PROFILE,ABA0000501,PTM,Talent Management: Profiles
PWP1,HLB0009110,WP-PI,Workplace Plug-in: PCD Connection for SAP Systems
PWPC_EXP,ALN0000011,ABA_GEN_HCM,HR Expert Finder
PWPC_EXP_01,ALN0000011,PWPC_EXP,HR Expert Finder
PWPC_KWF,ALN0000011,ABA_GEN_HCM,HR Interface to SKWF
PWPC_KWF_01,ALN0000011,PWPC_KWF,HR Interface to SKWF
RATING,KFM0000891,FS_BP_ABA,General Ratings
RATING_APPLICATION_LOGIC,KFM0000891,RATING,General Ratings: Application Logic
RFW,ABA0000021,ABA_TECH,Reconciliation Framework
RIMG,HLB0100455,BW_SAPI,OLTP IMG General Objects
RMPS,ABB0000001,ABA_GEN_PS,Main Package for Records Management for Public Sector
RMPSPRO_DISPOSAL,ABB0000001,RMPS,PRO Disposal
RMPS_ADOPTION_FOR_RCM,ABB0000001,RMPS,Adoption of PS Functions in RCM Area
RMPS_AUTH,ABB0000001,RMPS,Public Sector-Specific Authorization Checks
RMPS_BASIS_SP_ADDON,ABB0000001,RMPS,RecordsManagement for PublicSector: Enhancement Basis SP
RMPS_CASE_ADDON,ABB0000001,RMPS,CASE Enhancements for DOMEA Case
RMPS_CUSTOMIZING,ABB0000001,RMPS,Customizing Records Management for Public Sector
RMPS_DESK,ABB0000001,RMPS,Electronic Desk
RMPS_DIGITAL_SIGNATURE,ABB0000001,RMPS,Digital Signature
RMPS_DISPOSAL,ABB0000001,RMPS,Disposal
RMPS_DOD_CUSTOMIZING,ABB0000001,RMPS,DoD: Customizing
RMPS_DOD_DISPOSAL,ABB0000001,RMPS,DoD: Disposal
RMPS_DOD_GENERAL,ABB0000001,RMPS,DoD: General Functions
RMPS_DOD_PROPERTIES,ABB0000001,RMPS,DoD: Attribute Handling
RMPS_DOD_SP_ADDON,ABB0000001,RMPS,DoD: Service Provider Enhancements
RMPS_DOD_TRANSFER_DESIGNTIME,ABB0000001,RMPS,DoD: Transfer - Design time related artifacts
RMPS_DOD_TRF_RUNTIME,ABB0000001,RMPS,DoD Transfer Run Time
RMPS_FILEPLAN,ABB0000001,RMPS,Enhancements Record Plan
RMPS_FILEPLAN_ADDON,ABB0000001,RMPS,Enhancements Record Plan
RMPS_GENERAL,ABB0000001,RMPS,General Package for Records Management for Public Sector
RMPS_OI,ABB0000001,RMPS,Public Sector Outside-In Document Upload
RMPS_OPERATION,ABB0000001,RMPS,Operations for Recursive Functions
RMPS_PATH_ENH,ABB0000001,RMPS,Enhancements of Route Process
RMPS_PBRM,ABB0000001,RMPS,Portal based Records Management
RMPS_PRO_AUTH,ABB0000001,RMPS,Authorization Checks - PRO
RMPS_PRO_BASIS_SP_ADDON,ABB0000001,RMPS,Enhancements Basis Service Provider for PRO
RMPS_PRO_CUSTOMIZING,ABB0000001,RMPS,PRO: Customizing
RMPS_PRO_DOCUMENT,ABB0000001,RMPS,Record (Declaration and so on)
RMPS_PRO_FILEPLAN,ABB0000001,RMPS,PRO: Fileplan - Folders and so on
RMPS_PRO_GENERAL,ABB0000001,RMPS,PRO: General Functions
RMPS_PRO_PROPERTY,ABB0000001,RMPS,PRO: Attribute Handling
RMPS_REFERENCE_ADDON,ABB0000001,RMPS,Enhancements Public Sector: Record Number Generation
RMPS_SOA_BASIC,ABB0000001,RMPS,Basic Functions for Service Enabling
RMPS_SP_POST,ABB0000001,RMPS,Incoming Post Item
RMPS_TOOLS,ABB0000001,RMPS,Various Tools (Records Directory
RMPS_XML,ABB0000001,RMPS,XML Interface Records and Case Management RMPS
RODPS,BYI3000065,BW_SAPI,Operational Data Provider Services
RODPS_BASE,BYI3000065,BW_SAPI,Basis Objects for Operational Data Provider
RODPS_CONT,BYI3000065,BW_SAPI,Operational Data Provider BW Content
RODPS_HANA,ARS0000025,BW_WHM,Connection of HANA Models to ODP
RODPS_ODP_SELF,ARS0000022,BW_SAPI,ODP repository that describes the ODPs in the system
RODPS_REPL,BYI3000065,BW_SAPI,Operational Data Provider Replication Services
RODPS_SAPI,BYI3000065,BW_SAPI,Operational Data Provider SAPI Services
RPM_PI_ABA,HLB0009110,PI-XAP-BASIS,SAP xAPP RPM Cross App Objects
RS,ARS0000025,BW_FOUNDATION,BW: General Business Information Warehouse
RSA0,HLB0100455,BW_SAPI,BW SAPI Maintenance and Enhancement from 2.0A
RSA1,HLB0100455,BW_SAPI,Source System Metadata API (from BW 2.0A)
RSAC_TOOL,ARS0000022,BW_WHM,Tools for Customizing Data Staging
RSADA,BR81000001,BW_SYS_DB,BW Porting MaxDB
RSAI,HLB0100455,BW_SAPI,Release-Dependent Objects for OLTP IMG
RSAN,B520000052,RS_BCT_STRUPAK,Analytical Applications: General Tools
RSAN_ADP,BR81000041,BW_APD,APD - Tool - Application Adapter
RSAN_APD,BR81000041,BW_APD,APD - Main Package
RSAN_APD_APP,BR81000041,BW_APD,APD - Application
RSAN_APD_NODES,BR81000041,BW_APD,APD - Tool - Nodes
RSAN_APD_TOOL,BR81000041,BW_APD,APD - Tool - Main Package
RSAN_CLTV,B520000052,RS_BCT_STRUPAK,Analytical Applications: CLTV
RSAN_DM_ADAPTER,BR81000041,BW_APD,Analysis Process - Data Mining Adapter - !! Language EN !!
RSAN_ESF_ADAPTER,BR81000041,BW_APD,Adapter to the Enterprise Search Framework !! LANGUAGE EN !!
RSAN_IS_ADAPTER,BR81000041,BW_APD,APD - Tool - IS Service Adapter
RSAN_MAREO,B520000052,RS_BCT_STRUPAK,Analytical CRM: Direct Marketing Optimization
RSAN_MDL,BR81000041,BW_APD,APD - Tool - Object Model
RSAN_MDLH,BR81000041,BW_APD,APD - Tool - Object Model Header
RSAN_OM,BR81000041,BW_APD,APD - Tool - Services - Serialization
RSAN_PR,BR81000041,BW_APD,APD - Application - Analysis Process Designer
RSAN_PRR,BR81000041,BW_APD,APD - Application - Analysis Process Run (Monitor)
RSAN_RFM,B520000052,RS_BCT_STRUPAK,CRM Analytics: RFM Analysis
RSAN_RPM,B520000052,RS_BCT_STRUPAK,Marketing Response Modeling
RSAN_RR,BR81000041,BW_APD,APD - Tool - Result References
RSAN_RT,BR81000041,BW_APD,APD - Tool - Runtime
RSAN_RTR,BR81000041,BW_APD,APD - Tool - Runtime Result Handling Layer
RSAN_SURV,B520000052,RS_BCT_STRUPAK,Analytical Applications: Customer Satisfaction and Loyalty
RSAN_SURV_B,B520000052,RS_BCT_STRUPAK_B,Analytical Applications: Customer Satisfaction and Loyalty (
RSAN_TOOLS,B520000052,RS_BCT_STRUPAK,CRM Analytics: Tools
RSAN_TOPAS,B520000052,RS_BCT_STRUPAK,Analytical CRM: Assignment Optimizer
RSAN_UT,BR81000041,BW_APD,APD - Utility Services
RSAN_UT_GENERAL,BR81000041,BW_APD,APD - Utility Services - general
RSAN_UT_RESULT,BR81000041,BW_APD,APD - Utility Services - Temporary Result Storage
RSAN_UT_TYPE,BR81000041,BW_APD,APD - Utility Services - Unified Field Metadata Handling
RSAN_VI,BR81000041,BW_APD,APD - Tool - Viewer Nodes - !! Language EN !!
RSAN_WB,BR81000041,BW_APD,APD - Tool - User Interface
RSAN_WBH,BR81000041,BW_APD,APD - Tool - User Interface - Main Control
RSAO,BR81000011,BW_BEX,Main Package Analysis Office
RSAOLTP,BR81000019,BW_WHM,OLTP Metadata <-> BW Metadata Interface
RSAO_CORE,BR81000011,RSAO,Core Components
RSAO_MIGRATION,BR81000011,RSAO,Migration Components
RSAPI_CTC,HLB0100455,BW_SAPI,CTC objects for BW SAPI systems
RSAPO,BR81000012,BW_ANALYTICAL_ENGINE,Interface for APO
RSAR,BR81000019,BW_WHM,Data import from source system
RSARCH,BR81000019,BW_DEPRECATED,BW Archiving
RSAR_DEP,BR81000019,BW_WHM,Release-Specific RSAR Objects
RSAR_EN,BR81000019,BW_WHM,Outsourced englisch objects of package RSAR
RSASEL,BR81000019,BW_WHM,Data Transfer: Selection Criteria
RSAT,BR81000017,BW_WHM,General tree support / lining level
RSAU,BR81000019,BW_WHM,Update
RSAU_RSAA,BR81000019,BW_CORE_META_DATA,Routine
RSAWB,BR81000017,BW_WHM,BW: Administrator's Workbench
RSAWBN,BR81000017,BW_WHM,Data Warehousing Workbench
RSAWBNDF,BR81000017,BW_WHM,Data Warehousing Workbench Data Flow
RSAWBNDFP,BR81000017,BW_WHM,Data Flow Pattern
RSAWBN_CORE,BR81000017,BW_CORE_WHM,CORE Components of Data Warehousing Workbench
RSAWBN_OBJ,BR81000017,BW_WHM,DW Workbench: Object Implementations
RSAWBN_REQ,BR81000017,BW_DEPRECATED,Transport Browser (not used yet)
RSAWBN_SER,BR81000017,BW_WHM,DW Workbench Services
RSAWBN_TOOLS,BR81000017,BW_WHM,DW Workbench: Own Tools
RSAY,HLB0100455,BW_SAPI,Release-Dependent with Seperate Versions f. 3.1I
RSB,BR81000018,BW_WHM,Business Information Warehouse: Data Marts
RSBAPI,ARS0000022,BW_WHM,BAPIs from the Business Information Warehouse
RSBAPI_AS,BR81000012,BW_ANALYTICAL_ENGINE,BAPI for Analytic Server
RSBAPI_IOBJ,ARS0000022,BW_CORE_META_DATA,BAPI InfoObjects
RSBATCH,BR81000019,BW_WHM,Batch Manager for BW
RSBCMD,BR81000019,BW_WHM,Data Transfer Process: Commands
RSBIUSG,BH20000004,BW_EARLY_WATCH,RSBIUSG
RSBK,BR81000019,BW_WHM,Data Transfer Process: Kernel Objects
RSBM,BR81000019,BW_WHM,Data Transfer Process: Log and Monitor
RSBO,BR81000018,BW_WHM,Open Hub - Maintenance and Execution
RSBOLAP,BR81000011,BW_ANALYTICAL_ENGINE,Data Access Layer for Consumers
